Timestamp,ハピナ名掛丁商店街・東 - ハピナ名掛丁商店街・西,ハピナ名掛丁商店街・西 - クリスロード商店街・中央,クリスロード商店街・中央 - クリスロード商店街・西,クリスロード商店街・西 - マーブルロードおおまち商店街・東,マーブルロードおおまち商店街・東 - マーブルロードおおまち商店街・西,マーブルロードおおまち商店街・西 - ぶらんど～む一番町商店街・南,ぶらんど～む一番町商店街・南 - サンモール一番町商店街・中央,ぶらんど～む一番町商店街・南 - ぶらんど～む一番町商店街・北,サンモール一番町商店街・中央 - サンモール一番町商店街・南,ぶらんど～む一番町商店街・北 - 一番町四丁目商店街・南,一番町四丁目商店街・南 - 一番町四丁目商店街・中央,一番町四丁目商店街・中央 - 一番町四丁目商店街・北
2025-11-03 00:00:00,8278.482874950978,2587.8579370711595,3530.647642171209,4166.418272120965,994.2414230162736,6660.635407080527,531.9563539819449,,627.4219238930078,,20028.802711009153,1160.6115878804603
2025-11-03 01:00:00,358.22032967407887,1116.9061977925621,1553.831410781066,2160.7976929896477,389.5593282784192,1913.8652000533332,172.70730279497454,,298.52706698651446,,8586.613349096633,595.3210403545735
2025-11-03 02:00:00,232.87638283719517,527.8231383970993,716.4807254226356,1025.8505859570982,164.23810775047227,707.595194925369,75.27080450171229,,135.2635926043762,,5007.792678252627,303.16395784052014
2025-11-03 03:00:00,475.72544275358865,286.98847830528973,494.27206517468835,808.5053517493286,153.11547359519602,697.0309399882789,61.16505546746454,,105.03379021403724,,3744.8908844669004,209.27630186626922
2025-11-03 04:00:00,556.416230440127,224.90255788915448,402.3735972180093,691.0750273311033,115.16459550033656,488.5639087224077,36.79036984912103,,61.601425254949866,,1607.5245262031333,145.6395869913161
2025-11-03 05:00:00,2197.7895203348667,751.5995896173345,1335.6861420039656,1900.2053293878957,391.1692362418212,2135.5466450444865,102.97690689038704,,113.26458835606688,,2089.9730960729125,233.26534671490018
2025-11-03 06:00:00,1717.9318291795596,893.5601820898183,1702.8856825168382,2513.1020526855314,388.45050179832583,1603.6846827097186,121.76044137347115,,222.8698738268751,,1075.0212296951438,180.1994663139714
2025-11-03 07:00:00,435.801565887752,2479.3191479060692,5495.251462420589,9515.635716443803,1297.8133673307168,3949.010845262592,457.6124465101583,,1148.9779190344557,,2185.353928049662,418.1330722219478
2025-11-03 08:00:00,16521.776683412132,7738.568396003411,15562.62626400252,20797.079867318098,3905.382623021015,13433.002851940728,1595.172197755453,,4323.581172984464,,6654.480598428335,2479.260307345291
2025-11-03 09:00:00,35295.84710537552,17220.82825545523,38173.48595818853,47357.213059355825,11153.483613673887,50469.80306492699,5377.797029717083,,11870.748012921322,,12674.75932024204,7625.181374810559
2025-11-03 10:00:00,15612.389046184126,41024.194163565,89820.16700379476,105157.12494714915,31579.125953107854,196646.95367142218,19174.503709709777,,32816.31016634337,,52957.51319131697,27503.49527380751
2025-11-03 11:00:00,1891.4033406791366,59946.82074184891,122519.59013666332,154405.73505757842,21154.98706000218,139331.9723576739,8760.88188207851,,12909.224254212273,,62536.828785492566,39631.602552149125
2025-11-03 12:00:00,2056.803838578033,85829.298688917,163973.9541345897,184205.40933253794,66525.92337322023,479527.34859291144,45864.9400722462,,63866.47159386963,,120748.72247375849,57669.55893323123
2025-11-03 13:00:00,2436.9596353531415,103563.97466575462,204916.5628103872,229720.1327037715,79817.20310781148,548078.7401116494,45786.96232247681,,57866.98131309282,,134122.59977848092,67970.47537935381
2025-11-03 14:00:00,121481.06022195045,104905.41462766643,197284.49740965726,217829.057377563,77087.86346671626,541341.6810653432,41031.40074088924,,50248.311652644414,,125308.15436777119,63578.5320697158
2025-11-03 15:00:00,93536.34482094488,107292.39478991389,190179.3535209294,199040.981884237,68570.04475224238,474441.62951337424,34414.628570076675,,39525.14799004218,,98978.84213848056,52847.02091168634
2025-11-03 16:00:00,2037.054731668146,100675.81187170486,174488.27086654527,182500.02134418816,59769.87894748569,413232.70860546455,28916.181345720506,,30918.148441917816,,89614.45364099718,43606.070249826
2025-11-03 17:00:00,75749.27091288073,82400.28732684552,145449.9767909465,165839.16142500957,49851.764798963115,321749.70577683987,24316.101666649163,,28317.202535617478,,70319.4159398538,30048.216092733517
2025-11-03 18:00:00,1467.3434411529238,61381.381306778836,117646.520847509,118194.81068913771,35137.07469883274,233844.92943377182,18357.723400073664,,20911.62564785001,,52391.95384192954,18934.21067585167
2025-11-03 19:00:00,1533.8076853453842,57939.08350631148,95422.43790936451,93283.62006871651,25537.988748817417,146072.13211774704,11356.700314684438,,15313.439970163165,,38373.54810470971,10256.597603489905
2025-11-03 20:00:00,1522.8731203439133,42903.37207479565,62911.62967019126,61456.630999266716,15477.15431569302,87027.06446115699,7512.822473522579,,11256.927867427092,,36942.704582079445,4808.394371266561
2025-11-03 21:00:00,1170.0371517979604,24391.99880662851,33244.94640925453,34448.27364675279,8108.818183139181,43618.154734671356,3791.9790497249533,,5962.687637279948,,26746.300216945172,2154.976045587354
2025-11-03 22:00:00,20632.330090010408,12889.158389348937,14994.314788532332,12941.684135178657,3190.8375834626545,20043.159310529805,1723.6712481932009,,2556.321160550779,,19467.966445894115,1611.0359616270553
2025-11-03 23:00:00,636.8361416428069,6015.670983569386,7248.113450397181,6973.007636601855,1808.6841908760955,13377.296346304247,1024.221218067819,,1303.613486124379,,12396.326211965476,1011.8711580342467
2025-11-04 00:00:00,2023.9448626585456,732.6843790696441,1015.0221438702788,1456.2172338626524,325.4111801836963,1754.9620149307216,154.47855339549557,,264.59477477415936,,4014.2931012449158,
2025-11-04 01:00:00,194.58882105752434,315.04216599356255,450.8066737389988,785.6710578142475,119.91135888006085,440.3181457779214,42.09059709907532,,95.25774240802528,,2199.4548908636716,
2025-11-04 02:00:00,117.06562980467797,148.45587147619727,247.07673464541278,411.3422838763296,50.868777696956414,182.74621878195154,23.832755311065828,,68.4460280610554,,1211.1471997716399,
2025-11-04 03:00:00,95.58070216149419,118.5987223725766,200.75318240863155,290.6999572595107,32.782675321888895,127.5658270337276,21.790875576528933,,63.225675413000765,,682.4109274918429,52.60167655356234
2025-11-04 04:00:00,84.91148555237426,96.84587800417495,188.66974429156792,274.95750239962933,31.79994881772746,111.18913302264095,14.170022915884932,,39.53816727146469,,364.05216115341005,31.863029774252393
2025-11-04 05:00:00,161.33182254951112,259.563184203927,513.8641051888109,789.5263528819736,116.14092219368942,475.78605758525424,35.292450123387205,,68.08578580810247,,373.3432929342638,48.732663733671416
2025-11-04 06:00:00,314.93537317179437,1025.648232267504,2468.5733226026678,5000.960252018652,545.4302759717524,1231.3415706859487,130.97258003001664,,445.9377755588823,,587.703767167857,100.4302110364008
2025-11-04 07:00:00,1078.2957091882968,13006.816634772493,38152.08977829114,57073.01325640891,8391.45136866814,26280.785159060466,2925.4088085368057,,7837.165013583724,,6286.4897652009595,1887.7907993310007
2025-11-04 08:00:00,2651.358372327132,38651.774486576556,96166.31131906236,109518.05118477807,27615.363781830943,124389.21853990246,17055.403304072453,,44029.819362230344,,15843.509596183723,7223.544048511972
2025-11-04 09:00:00,3525.0373024636338,17726.963361378548,48137.144211986866,59634.48944547085,12525.032756780663,46446.38068621348,5455.145572013615,,14999.962849679101,,9251.255956037368,5622.562276072751
2025-11-04 10:00:00,4550.022861201129,19765.09244415017,48181.545028456516,55308.86176592341,12937.80917649242,53635.279212754846,4746.678254578124,,10200.941956630772,,9987.855923872054,6483.253506217719
2025-11-04 11:00:00,5130.942357247433,27562.456500202377,61772.73709052345,71887.95655851618,20861.077407828507,114781.6625299151,9523.92246099419,,16238.743263671167,,22739.821706872317,13900.60168986742
2025-11-04 12:00:00,6880.516982214871,37999.48080905027,87998.65504721995,100654.60511503147,33072.73110280565,210180.78289187377,24668.016053090567,,47681.15267764734,,12265.069134546484,29665.861677718
2025-11-04 13:00:00,3870.1836957229098,44994.06923991619,82441.91384268936,85851.29016818633,29057.54834792207,170197.27196184034,15807.142955065507,,27034.11127117228,,38171.02025777987,21941.958323183837
2025-11-04 14:00:00,7047.711345807889,37256.081333055845,85370.71776445249,90963.33780256446,26977.634486257783,152858.80818128097,11418.765204494825,,17753.91796623148,,28501.77042079822,17316.59719820325
